,SettlementPoint,Year,Month,AveragePrice
573,LZ_SOUTH,2016,10,30.045612382234186
574,LZ_SOUTH,2016,11,20.641265646731572
575,LZ_SOUTH,2016,12,26.337308209959627
576,LZ_SOUTH,2017,01,25.158075370121132
577,LZ_SOUTH,2017,02,21.808405365126678
578,LZ_SOUTH,2017,03,26.547695417789757
579,LZ_SOUTH,2017,04,28.56892906815021
580,LZ_SOUTH,2017,05,29.991682368775233
581,LZ_SOUTH,2017,06,36.80173852573018
582,LZ_SOUTH,2017,07,34.202382234185734
583,LZ_SOUTH,2017,08,33.4743203230148
584,LZ_SOUTH,2017,09,28.33666203059805
585,LZ_SOUTH,2017,10,28.466487213997308
586,LZ_SOUTH,2017,11,27.877844228094574
587,LZ_SOUTH,2017,12,25.409084791386274
588,LZ_SOUTH,2018,01,46.15541049798116
589,LZ_SOUTH,2018,02,25.214157973174366
590,LZ_SOUTH,2018,03,26.77749326145553
591,LZ_SOUTH,2018,04,28.204909596662034
592,LZ_SOUTH,2018,05,41.307698519515476
593,LZ_SOUTH,2018,06,32.27542420027816
594,LZ_SOUTH,2018,07,80.52239569313593
595,LZ_SOUTH,2018,08,33.708761776581426
596,LZ_SOUTH,2018,09,28.394561891516
597,LZ_SOUTH,2018,10,32.14348586810229
598,LZ_SOUTH,2018,11,33.560292072322675
599,LZ_SOUTH,2018,12,32.133903095558544
600,LZ_SOUTH,2019,01,27.066244952893676
601,LZ_SOUTH,2019,02,23.73153502235469
602,LZ_SOUTH,2019,03,30.54478436657682
603,LZ_SOUTH,2019,04,27.152545201668985
604,LZ_SOUTH,2019,05,27.22020188425303
605,LZ_SOUTH,2019,06,27.267329624478442
606,LZ_SOUTH,2019,07,31.154589502018844
607,LZ_SOUTH,2019,08,127.25903095558547
608,LZ_SOUTH,2019,09,81.10091794158555
609,LZ_SOUTH,2019,10,32.96088829071332
610,LZ_SOUTH,2019,11,25.81509040333797
611,LZ_WEST,2016,01,19.65457296570276
612,LZ_WEST,2016,02,15.052129496402877
613,LZ_WEST,2016,03,16.014555256064693
614,LZ_WEST,2016,04,17.158052851182198
615,LZ_WEST,2016,05,17.74492597577389
616,LZ_WEST,2016,06,23.500361613351874
617,LZ_WEST,2016,07,27.189327052489908
618,LZ_WEST,2016,08,30.027415881561243
619,LZ_WEST,2016,09,26.778122392211408
620,LZ_WEST,2016,10,25.19045760430686
621,LZ_WEST,2016,11,19.35299026425591
622,LZ_WEST,2016,12,25.174966352624494
623,LZ_WEST,2017,01,23.231372812920597
624,LZ_WEST,2017,02,18.486169895678096
625,LZ_WEST,2017,03,20.2733423180593
626,LZ_WEST,2017,04,20.40458970792768
627,LZ_WEST,2017,05,22.871843876177657
628,LZ_WEST,2017,06,27.520250347705144
629,LZ_WEST,2017,07,31.13670255720054
630,LZ_WEST,2017,08,27.222247644683716
631,LZ_WEST,2017,09,27.02344923504868
632,LZ_WEST,2017,10,22.17693135935397
633,LZ_WEST,2017,11,22.160403337969402
634,LZ_WEST,2017,12,21.8778465679677
635,LZ_WEST,2018,01,37.30383580080753
636,LZ_WEST,2018,02,22.137675111773472
637,LZ_WEST,2018,03,22.317291105121296
638,LZ_WEST,2018,04,21.13635605006954
639,LZ_WEST,2018,05,49.66483176312248
640,LZ_WEST,2018,06,57.958901251738524
641,LZ_WEST,2018,07,101.48699865410498
642,LZ_WEST,2018,08,33.30667563930014
643,LZ_WEST,2018,09,27.1143949930459
644,LZ_WEST,2018,10,30.019394347240915
645,LZ_WEST,2018,11,31.237468706536855
646,LZ_WEST,2018,12,35.02218034993271
647,LZ_WEST,2019,01,27.461399730820997
648,LZ_WEST,2019,02,22.800193740685543
649,LZ_WEST,2019,03,31.29185983827493
650,LZ_WEST,2019,04,21.687204450625867
651,LZ_WEST,2019,05,28.84777927321669
652,LZ_WEST,2019,06,32.016884561891516
653,LZ_WEST,2019,07,32.082328398384924
654,LZ_WEST,2019,08,129.02834454912517
655,LZ_WEST,2019,09,83.56582753824758
656,LZ_WEST,2019,10,49.427119784656796
657,LZ_WEST,2019,11,49.332712100139084
658,HB_PAN,2016,01,39.466675639300135
659,HB_PAN,2019,04,16.55050083472454
660,HB_PAN,2019,05,16.402193808882906
661,HB_PAN,2019,06,20.732698191933242
662,HB_PAN,2019,07,28.413041722745625
663,HB_PAN,2019,08,125.15270524899057
664,HB_PAN,2019,09,72.9361752433936
665,HB_PAN,2019,10,18.759111709286675
666,HB_PAN,2019,11,11.695618915159944
